wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_word_count," wpml word count","{""total"":311,""to_translate"":{""ar"":311,""sv"":311}}"
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_featured," wpml media featured",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_wpml_media_duplicate," wpml media duplicate",0
wp_postmeta,4692,_edit_lock," edit lock",1602258238:1
wp_postmeta,4692,_edit_last," edit last",1
wp_postmeta,4692,_wpml_location_migration_done," wpml location migration done",1
wp_postmeta,4692,_wpb_vc_js_status," wpb vc js status",false
wp_postmeta,4692,vibe_course_details,"Custom Course details","<i class=""fa fa-tasks""></i>30 Credits|<i class=""fa fa-toggle-on""></i>Core|<i class=""fa fa-language""></i>English|<i class=""fa fa-graduation-cap""></i>Self Study"
wp_postmeta,4692,slide_template,"Slide template",default
wp_postmeta,4692,vibe_sidebar,Sidebar,coursesidebar
wp_postmeta,4692,vibe_duration,"Total Duration of Course",4
wp_postmeta,4692,vibe_course_duration_parameter,"Course Duration parameter",2592000
wp_postmeta,4692,vibe_students,"Total number of Students in Course",0
wp_postmeta,4692,vibe_course_prev_unit_quiz_lock,"Unit Completion Lock",S
wp_postmeta,4692,vibe_course_offline,"Offline Course",S
wp_postmeta,4692,vibe_course_unit_content,"Show Unit content in Curriculum",H
wp_postmeta,4692,vibe_course_button,"Hide Course Button after subscription",H
wp_postmeta,4692,vibe_course_progress,"Display Course Progress on Course home",S
wp_postmeta,4692,vibe_course_auto_progress,"Time based Course Progress ",H
wp_postmeta,4692,vibe_course_review,"Post Course Reviews from Course Home",H
wp_postmeta,4692,vibe_course_auto_eval,"Auto Evaluation",H
wp_postmeta,4692,vibe_start_date,"Course Start Date",
wp_postmeta,4692,vibe_max_students,"Maximum Students in Course",
wp_postmeta,4692,vibe_course_badge,"Excellence Badge"," "
wp_postmeta,4692,vibe_course_badge_percentage,"Badge Percentage",
wp_postmeta,4692,vibe_course_badge_title,"Badge Title",
wp_postmeta,4692,vibe_course_certificate,"Completion Certificate",S
wp_postmeta,4692,vibe_certificate_template,"Certificate Template",2164
wp_postmeta,4692,vibe_course_passing_percentage,"Passing Percentage",70
wp_postmeta,4692,vibe_course_drip,"Drip Feed",H
wp_postmeta,4692,vibe_course_drip_origin,"Course Starting Time as Drip Feed Origin",S
wp_postmeta,4692,vibe_course_section_drip,"Section Drip Feed",H
wp_postmeta,4692,vibe_course_drip_duration_type,"Drip Duration as Unit Duration",H
wp_postmeta,4692,vibe_course_drip_duration,"Drip Feed Duration (Static)",36
wp_postmeta,4692,vibe_drip_duration_parameter,"Drip Duration parameter",3600
wp_postmeta,4692,ng_course_type,"Course Type",H
wp_postmeta,4692,vibe_course_curriculum,"Course Curriculum","Section One"
wp_postmeta,4692,ng_diploma_curriculum,"Diploma Curriculum",
wp_postmeta,4692,vibe_pre_course,"Prerequisite Course",
wp_postmeta,4692,vibe_course_retakes,"Course Retakes",0
wp_postmeta,4692,vibe_forum,"Course Forum",2337
wp_postmeta,4692,vibe_group,"Course Group",
wp_postmeta,4692,vibe_course_instructions,"Course specific instructions"," "
wp_postmeta,4692,vibe_course_message,"Course Completion Message"," "
wp_postmeta,4692,vibe_take_this_course,"Vibe take this course",
wp_postmeta,4692,vibe_course_free,"Vibe course free",H
wp_postmeta,4692,vibe_partial_free_course,"Vibe partial free course",H
wp_postmeta,4692,vibe_course_apply,"Vibe course apply",S
wp_postmeta,4692,vibe_coming_soon,"Vibe coming soon",S
wp_postmeta,4692,vibe_course_codes,"Vibe course codes"," "
wp_postmeta,4692,vibe_wplms_application_forms,"Vibe wplms application forms",H
wp_postmeta,4692,vibe_select_featured,"Vibe select featured",0
wp_postmeta,4692,header_background_image,"Header Background Image",5458
wp_postmeta,4692,post_title,"Post title","Programming and Algorithms"
wp_postmeta,4692,vibe_subscription1,"Vibe subscription1",H
wp_postmeta,4692,vibe_product_duration_parameter,"Vibe product duration parameter",86400
wp_postmeta,4692,ID,ID,2352
wp_postmeta,4692,vibe_product,"Vibe product",4693
wp_postmeta,4692,vibe_pmpro_membership,"Vibe pmpro membership",
wp_postmeta,4692,vibe_course_external_link,"Vibe course external link",
wp_postmeta,4692,vibe_wplms_application_forms_editor,"Vibe wplms application forms editor"," "
wp_postmeta,4692,_thumbnail_id," thumbnail id",4700
wp_terms,4692,level,Terms,"BTEC Level 5"
wp_terms,4692,course-cat,Terms,"BTEC Level 5,Computing Courses,Distance Learning,Online Study"
